2020-12-23 08:12:10.095988	https://www.encodeproject.org/report/?type=Experiment&status=released&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.term_name=K562&assay_title=TF+ChIP-seq&perturbed=false&assembly=GRCh38&files.file_type=bam&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment concentration	Biosample treatment concentration units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR000FCE/	ENCSR000FCE	ChIP-seq	TF ChIP-seq	ETV6	ETV6	K562	K562	FactorBook:ENCSR000FCE,GEO:GSE95877	ETV6 ChIP-seq on human K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF001RUK/,/files/ENCFF511TAB/,/files/ENCFF049GGD/,/files/ENCFF696VXH/,/files/ENCFF515KNP/,/files/ENCFF002FHN/,/files/ENCFF918SIT/,/files/ENCFF277UWP/,/files/ENCFF583JWT/,/files/ENCFF324FAQ/,/files/ENCFF699AFZ/,/files/ENCFF328UEJ/,/files/ENCFF355XHR/,/files/ENCFF636GYT/,/files/ENCFF791ACK/,/files/ENCFF449ZKG/,/files/ENCFF770XGT/,/files/ENCFF888BUW/,/files/ENCFF003DZL/,/files/ENCFF524FAN/,/files/ENCFF452INW/,/files/ENCFF426GSY/,/files/ENCFF846SVG/,/files/ENCFF069TOP/,/files/ENCFF905HXC/,/files/ENCFF836NST/,/files/ENCFF307VES/,/files/ENCFF970YTT/,/files/ENCFF956QNK/,/files/ENCFF331DKM/,/files/ENCFF639XEG/,/files/ENCFF884NXM/,/files/ENCFF235BMG/,/files/ENCFF058UQC/,/files/ENCFF539MNA/,/files/ENCFF095DJV/,/files/ENCFF550PLL/,/files/ENCFF545VNY/,/files/ENCFF158MPA/,/files/ENCFF915TWO/,/files/ENCFF492SKI/,/files/ENCFF662EWP/	/experiment-series/ENCSR605KMK/	ENCBS601AAA,ENCBS602AAA	1,2	1	ENCAB000ABD	Homo sapiens	adult	53 years										/replicates/7ef061a7-653e-42cc-9e3e-f852cbc414ce/,/replicates/bd21dfed-77a9-43e6-9779-7de59324f5a7/
/experiments/ENCSR588AKU/	ENCSR588AKU	ChIP-seq	TF ChIP-seq	RUNX1	RUNX1	K562	K562	FactorBook:ENCSR588AKU,GEO:GSE96253	ChIP-Seq on K562-human	Richard Myers, HAIB	ENCODE	released	/files/ENCFF553DAZ/,/files/ENCFF676CXB/,/files/ENCFF768XDX/,/files/ENCFF689EEG/,/files/ENCFF982USG/,/files/ENCFF147WNH/,/files/ENCFF341RWZ/,/files/ENCFF903KVY/,/files/ENCFF962DJQ/,/files/ENCFF259VDF/,/files/ENCFF011EFB/,/files/ENCFF206UIN/,/files/ENCFF535RVH/,/files/ENCFF422BXE/,/files/ENCFF515YST/,/files/ENCFF644JIO/,/files/ENCFF391CGQ/,/files/ENCFF892CVA/,/files/ENCFF217LOT/,/files/ENCFF908OKZ/,/files/ENCFF281EQZ/,/files/ENCFF736QLP/,/files/ENCFF497WWQ/,/files/ENCFF280MYH/,/files/ENCFF011XRF/,/files/ENCFF812KIP/,/files/ENCFF472QBL/,/files/ENCFF796KDJ/,/files/ENCFF198AJC/,/files/ENCFF410VFY/,/files/ENCFF604SPG/,/files/ENCFF185TTH/,/files/ENCFF157SQN/,/files/ENCFF246VDU/,/files/ENCFF560AQD/,/files/ENCFF324JON/,/files/ENCFF867UFX/,/files/ENCFF437PVP/,/files/ENCFF388VTY/,/files/ENCFF049YPY/,/files/ENCFF091MQJ/,/files/ENCFF222JOO/	/experiment-series/ENCSR198UGK/	ENCBS316CKF,ENCBS602AAA	1,2	1	ENCAB000BIM	Homo sapiens	adult	53 years										/replicates/ece9afae-7e48-4a59-a061-307336ca3486/,/replicates/e1d948c4-dc1d-4065-81a7-c61409ec1cb1/
/experiments/ENCSR189PYJ/	ENCSR189PYJ	ChIP-seq	TF ChIP-seq	SMAD2	SMAD2	K562	K562	FactorBook:ENCSR189PYJ,GEO:GSE91554	SMAD2 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF981BKV/,/files/ENCFF904LPN/,/files/ENCFF408OYK/,/files/ENCFF233UME/,/files/ENCFF530QTV/,/files/ENCFF482EDG/,/files/ENCFF167LFL/,/files/ENCFF217SDS/,/files/ENCFF739IDN/,/files/ENCFF397JDZ/,/files/ENCFF382SAW/,/files/ENCFF433IXI/,/files/ENCFF154IXU/,/files/ENCFF604PVX/,/files/ENCFF677DTP/,/files/ENCFF290GDM/,/files/ENCFF870THJ/,/files/ENCFF011KRN/,/files/ENCFF002EBP/,/files/ENCFF002EBV/,/files/ENCFF660MJY/,/files/ENCFF150PLO/,/files/ENCFF296UGS/,/files/ENCFF502NZP/,/files/ENCFF683RAO/,/files/ENCFF330MUY/,/files/ENCFF740KYD/,/files/ENCFF437PDZ/,/files/ENCFF181NNV/,/files/ENCFF688TJX/,/files/ENCFF259CSU/,/files/ENCFF292NAI/,/files/ENCFF107EBJ/,/files/ENCFF493SUS/,/files/ENCFF939IYF/,/files/ENCFF610XND/,/files/ENCFF257QQX/,/files/ENCFF925CYF/,/files/ENCFF412SNY/,/files/ENCFF079JPT/,/files/ENCFF538NZJ/,/files/ENCFF792JXT/,/files/ENCFF770TTW/,/files/ENCFF615WRA/,/files/ENCFF483AVE/,/files/ENCFF527XGE/,/files/ENCFF826QOQ/,/files/ENCFF863GGY/,/files/ENCFF751GQQ/,/files/ENCFF927TIR/,/files/ENCFF056LZZ/,/files/ENCFF082LUZ/,/files/ENCFF186MFI/,/files/ENCFF920WQS/,/files/ENCFF665VTI/,/files/ENCFF819AQD/,/files/ENCFF870PWV/,/files/ENCFF471QHB/,/files/ENCFF103NZN/,/files/ENCFF246PIR/,/files/ENCFF435ROF/,/files/ENCFF183CCY/,/files/ENCFF949BOZ/,/files/ENCFF857OSK/,/files/ENCFF128YYU/,/files/ENCFF809IXU/,/files/ENCFF388DUV/,/files/ENCFF314DEY/,/files/ENCFF107ERN/,/files/ENCFF948TEC/,/files/ENCFF745MYM/,/files/ENCFF269LIH/,/files/ENCFF609TLJ/,/files/ENCFF472ETX/,/files/ENCFF462EFV/,/files/ENCFF616ADC/,/files/ENCFF205SUI/,/files/ENCFF730QQD/,/files/ENCFF360SUP/,/files/ENCFF191AIH/		ENCBS489ZOH,ENCBS207UAM	1,2	1	ENCAB976BHH	Homo sapiens	adult	53 years										/replicates/59024445-0067-4246-91e4-e2ccd07aeb91/,/replicates/17281806-d968-4033-99ce-77b675fcb975/
/experiments/ENCSR642VZY/	ENCSR642VZY	ChIP-seq	TF ChIP-seq	KDM4B	KDM4B	K562	K562	GEO:GSE96284	ChIP-Seq on K562-human	Richard Myers, HAIB	ENCODE	released	/files/ENCFF632EVH/,/files/ENCFF778YOV/,/files/ENCFF697MUV/,/files/ENCFF687NJZ/,/files/ENCFF310GOY/,/files/ENCFF970CAM/,/files/ENCFF313MJY/,/files/ENCFF741SCF/,/files/ENCFF003TEQ/,/files/ENCFF620QZO/,/files/ENCFF330ZVF/,/files/ENCFF066TDG/,/files/ENCFF166TDZ/,/files/ENCFF118JMD/,/files/ENCFF675ZYU/,/files/ENCFF583AKO/,/files/ENCFF677CNQ/,/files/ENCFF112GHP/,/files/ENCFF318ICI/,/files/ENCFF665RFE/,/files/ENCFF354MAW/,/files/ENCFF179HIK/,/files/ENCFF570AOS/,/files/ENCFF561ZCZ/,/files/ENCFF777YNZ/,/files/ENCFF147TRJ/,/files/ENCFF738ZFZ/,/files/ENCFF955AOD/,/files/ENCFF238MPM/,/files/ENCFF215WEE/,/files/ENCFF653KSG/,/files/ENCFF775QZE/,/files/ENCFF609EAA/,/files/ENCFF274QRN/,/files/ENCFF321EBZ/,/files/ENCFF032IBR/,/files/ENCFF490JLD/,/files/ENCFF261OKK/,/files/ENCFF057VLW/,/files/ENCFF402WGE/,/files/ENCFF042RAK/,/files/ENCFF053ADC/	/experiment-series/ENCSR441FLQ/	ENCBS577JGM,ENCBS602AAA	1,2	1	ENCAB000BQH	Homo sapiens	adult	53 years										/replicates/ded76bb8-7b44-410e-bcd4-db4a3f0b97c6/,/replicates/e1ed25a7-b956-41ba-af9f-1ac26d624ddb/
/experiments/ENCSR000BLR/	ENCSR000BLR	ChIP-seq	TF ChIP-seq	SIN3A	SIN3A	K562	K562	UCSC-ENCODE-hg19:wgEncodeEH001607,GEO:GSM803525	SIN3A ChIP-seq protocol v041610.1 on human K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000QFM/,/files/ENCFF000QFN/,/files/ENCFF000QFO/,/files/ENCFF000QFP/,/files/ENCFF000QFQ/,/files/ENCFF000QFR/,/files/ENCFF000QFY/,/files/ENCFF000QGA/,/files/ENCFF001UKZ/,/files/ENCFF001ULA/,/files/ENCFF002CML/,/files/ENCFF141QDT/,/files/ENCFF329LWM/,/files/ENCFF669DGA/,/files/ENCFF466NDO/,/files/ENCFF334QAB/,/files/ENCFF205GHW/,/files/ENCFF154ZWB/,/files/ENCFF125VLH/,/files/ENCFF696ANF/,/files/ENCFF315OMI/,/files/ENCFF665IPD/,/files/ENCFF175ESY/,/files/ENCFF876MPC/,/files/ENCFF566ABE/,/files/ENCFF397MIK/,/files/ENCFF472UBP/,/files/ENCFF643PFS/,/files/ENCFF740XTI/,/files/ENCFF628XGA/,/files/ENCFF941WGF/,/files/ENCFF407VGB/,/files/ENCFF966MTK/,/files/ENCFF088UIB/,/files/ENCFF569YSW/,/files/ENCFF518BUB/,/files/ENCFF308MNN/,/files/ENCFF412DAN/,/files/ENCFF273XIF/,/files/ENCFF300XWN/,/files/ENCFF937FEX/,/files/ENCFF520DLY/,/files/ENCFF562KJJ/,/files/ENCFF128YRA/,/files/ENCFF638TWN/,/files/ENCFF453GLP/,/files/ENCFF701TJB/,/files/ENCFF736XYI/,/files/ENCFF490VNU/,/files/ENCFF210HYN/,/files/ENCFF305YPY/,/files/ENCFF803COK/	/experiment-series/ENCSR145QWE/	ENCBS109ENC	1,2	1	ENCAB000AKS	Homo sapiens	adult	53 years										/replicates/360aabc7-9ff6-4a4a-b1f3-45fafde346c8/,/replicates/8d3e791d-fc53-4c31-9a46-09ac09282108/
/experiments/ENCSR742TMU/	ENCSR742TMU	ChIP-seq	TF ChIP-seq	ZNF282	ZNF282	K562	K562	FactorBook:ENCSR742TMU,GEO:GSE127480	ZNF282 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF812OGD/,/files/ENCFF667ZPE/,/files/ENCFF455ZRR/,/files/ENCFF908NRM/,/files/ENCFF222CTH/,/files/ENCFF899JCN/,/files/ENCFF416JQZ/,/files/ENCFF860EBI/,/files/ENCFF294YIV/,/files/ENCFF933ZOI/,/files/ENCFF739KRI/,/files/ENCFF040FYC/,/files/ENCFF812XYN/,/files/ENCFF290UIT/,/files/ENCFF085YVB/,/files/ENCFF139YNO/,/files/ENCFF553FEG/,/files/ENCFF584VYO/,/files/ENCFF526KTR/,/files/ENCFF088JLD/,/files/ENCFF685VJY/,/files/ENCFF428DLG/,/files/ENCFF695WUM/,/files/ENCFF916WAT/,/files/ENCFF586LFC/,/files/ENCFF657MZX/,/files/ENCFF682EHA/,/files/ENCFF530MXL/,/files/ENCFF419WWB/,/files/ENCFF622HKL/,/files/ENCFF330GYP/,/files/ENCFF337XJU/,/files/ENCFF904ZWB/,/files/ENCFF596JDS/,/files/ENCFF603AEE/,/files/ENCFF397VXH/,/files/ENCFF581ZZT/,/files/ENCFF941RHA/,/files/ENCFF802MWF/,/files/ENCFF481RMP/,/files/ENCFF313WJM/,/files/ENCFF160UEJ/,/files/ENCFF188ZMQ/,/files/ENCFF097YFC/		ENCBS617TOY,ENCBS048GNZ	2,1	1	ENCAB503NQV	Homo sapiens	adult	53 years										/replicates/475a2dbe-a911-469a-8639-d3f82b1f8997/,/replicates/068d0aa3-b2d1-4410-9b44-0c239fd0c5b0/
/experiments/ENCSR795IYP/	ENCSR795IYP	ChIP-seq	TF ChIP-seq	JUNB	JUNB	K562	K562	GEO:GSE96382	ChIP-Seq on K562-human	Richard Myers, HAIB	ENCODE	released	/files/ENCFF100SGJ/,/files/ENCFF821MJN/,/files/ENCFF889JSZ/,/files/ENCFF193ALV/,/files/ENCFF227WDE/,/files/ENCFF511DBK/,/files/ENCFF610YQQ/,/files/ENCFF921PES/,/files/ENCFF512YJL/,/files/ENCFF090SFR/,/files/ENCFF357LSR/,/files/ENCFF726ECH/,/files/ENCFF248DQQ/,/files/ENCFF656EDK/,/files/ENCFF956ZZP/,/files/ENCFF694DDU/,/files/ENCFF867NYH/,/files/ENCFF823FMJ/,/files/ENCFF883ODA/,/files/ENCFF529CTW/,/files/ENCFF736LSP/,/files/ENCFF953QWL/,/files/ENCFF382HOA/,/files/ENCFF123BAT/,/files/ENCFF739XTO/,/files/ENCFF521NPG/,/files/ENCFF337DCW/,/files/ENCFF394DYO/,/files/ENCFF709WYV/,/files/ENCFF095BVD/,/files/ENCFF269XNA/,/files/ENCFF997SXB/,/files/ENCFF325KGM/,/files/ENCFF267VFV/,/files/ENCFF127XOZ/,/files/ENCFF687TKV/,/files/ENCFF316GIH/,/files/ENCFF051BIA/,/files/ENCFF568VQS/,/files/ENCFF368FRQ/,/files/ENCFF209OUI/,/files/ENCFF491ERB/,/files/ENCFF604ULO/,/files/ENCFF426DUB/		ENCBS602AAA,ENCBS577JGM	1,2	1	ENCAB000BQG	Homo sapiens	adult	53 years										/replicates/39f64807-ef02-4324-bd8d-d96fbc0d8e25/,/replicates/68516a7c-075f-4ed3-acac-51a719dc2272/
/experiments/ENCSR302AWT/	ENCSR302AWT	ChIP-seq	TF ChIP-seq	FOXK2	FOXK2	K562	K562	GEO:GSE91647,FactorBook:ENCSR302AWT	FOXK2 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF476SSR/,/files/ENCFF496RYT/,/files/ENCFF795LQA/,/files/ENCFF097VAH/,/files/ENCFF383GMF/,/files/ENCFF441GEH/,/files/ENCFF073XZO/,/files/ENCFF135OYM/,/files/ENCFF543HMP/,/files/ENCFF601NQQ/,/files/ENCFF298WCQ/,/files/ENCFF568MDW/,/files/ENCFF745QWA/,/files/ENCFF852WRN/,/files/ENCFF203SUN/,/files/ENCFF037YFB/,/files/ENCFF732HYH/,/files/ENCFF931VRM/,/files/ENCFF538PNG/,/files/ENCFF825HMZ/,/files/ENCFF919HNS/,/files/ENCFF172BUN/,/files/ENCFF703CKR/,/files/ENCFF931HHQ/,/files/ENCFF094CBK/,/files/ENCFF175DQJ/,/files/ENCFF052XNM/,/files/ENCFF403LBT/,/files/ENCFF555QQD/,/files/ENCFF648RXN/,/files/ENCFF491ELB/,/files/ENCFF754RKE/,/files/ENCFF373LNE/,/files/ENCFF817NFR/,/files/ENCFF066CWG/,/files/ENCFF621LTB/,/files/ENCFF802WID/,/files/ENCFF154SRU/,/files/ENCFF406NUR/,/files/ENCFF039LQD/,/files/ENCFF548MLJ/,/files/ENCFF540IYS/,/files/ENCFF248VHN/,/files/ENCFF259WQJ/	/experiment-series/ENCSR786QMI/	ENCBS697XFI,ENCBS850QNJ	1,2	1	ENCAB078NIW	Homo sapiens	adult	53 years										/replicates/ab42a4ed-e902-41e4-a28c-a61259605071/,/replicates/9a6f0884-b297-4927-95b1-de1818488b10/
/experiments/ENCSR882ERE/	ENCSR882ERE	ChIP-seq	TF ChIP-seq	ZKSCAN1	ZKSCAN1	K562	K562	GEO:GSE92129,FactorBook:ENCSR882ERE	ZKSCAN1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF064GRX/,/files/ENCFF902RKT/,/files/ENCFF002EWL/,/files/ENCFF002EWQ/,/files/ENCFF142DHE/,/files/ENCFF169POV/,/files/ENCFF515ECY/,/files/ENCFF927YWD/,/files/ENCFF040DGA/,/files/ENCFF511MUZ/,/files/ENCFF380EJH/,/files/ENCFF181YKE/,/files/ENCFF365UEM/,/files/ENCFF865WJI/,/files/ENCFF316MAN/,/files/ENCFF384ICP/,/files/ENCFF540HHN/,/files/ENCFF656CUX/,/files/ENCFF752RHL/,/files/ENCFF359UJQ/,/files/ENCFF071KOM/,/files/ENCFF236ZUN/,/files/ENCFF117CUT/,/files/ENCFF584ZQG/,/files/ENCFF683FPP/,/files/ENCFF285YVY/,/files/ENCFF332RUF/,/files/ENCFF933HRZ/,/files/ENCFF754IPA/,/files/ENCFF668AKQ/,/files/ENCFF888HUZ/,/files/ENCFF550ZWG/,/files/ENCFF329HLY/,/files/ENCFF849AUA/,/files/ENCFF049SYU/,/files/ENCFF604RVC/,/files/ENCFF704VDI/,/files/ENCFF398CYU/,/files/ENCFF090QJO/,/files/ENCFF163VUK/,/files/ENCFF799FES/,/files/ENCFF569QID/,/files/ENCFF774OLW/,/files/ENCFF246IZB/,/files/ENCFF052MUO/,/files/ENCFF551KPV/,/files/ENCFF701WCH/,/files/ENCFF567YLI/,/files/ENCFF846TOL/,/files/ENCFF607UFI/,/files/ENCFF674FZX/,/files/ENCFF635PCX/,/files/ENCFF628MZS/,/files/ENCFF259XYP/,/files/ENCFF977CBA/,/files/ENCFF699KUG/,/files/ENCFF236WOD/,/files/ENCFF928RRH/,/files/ENCFF027OVX/,/files/ENCFF359NRC/,/files/ENCFF104LUR/,/files/ENCFF560UGR/,/files/ENCFF948WSE/,/files/ENCFF004AWD/		ENCBS626KTH,ENCBS720UTF	1,2	1	ENCAB000AMP	Homo sapiens	adult	53 years										/replicates/3b095175-1dc7-45f6-8ba3-edac9d642fa8/,/replicates/4f3a89b2-e514-438e-b059-528a530ff3c9/
/experiments/ENCSR776CYN/	ENCSR776CYN	ChIP-seq	TF ChIP-seq	ZFP36	ZFP36	K562	K562	GEO:GSE127523	ZFP36 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF437CXV/,/files/ENCFF485TYG/,/files/ENCFF002EWM/,/files/ENCFF002EWV/,/files/ENCFF537VTS/,/files/ENCFF698CGK/,/files/ENCFF540JYM/,/files/ENCFF535JGP/,/files/ENCFF548TLZ/,/files/ENCFF688ELV/,/files/ENCFF372WDK/,/files/ENCFF427BZX/,/files/ENCFF399DRV/,/files/ENCFF926GDZ/,/files/ENCFF002SJT/,/files/ENCFF734ODE/,/files/ENCFF233END/,/files/ENCFF446WGO/,/files/ENCFF091NTA/,/files/ENCFF866SCT/,/files/ENCFF200KSU/,/files/ENCFF444QTA/,/files/ENCFF183PKB/,/files/ENCFF292KEE/,/files/ENCFF552LGZ/,/files/ENCFF638HLC/,/files/ENCFF903NZK/,/files/ENCFF414YUK/,/files/ENCFF286ISA/,/files/ENCFF706TCL/,/files/ENCFF244DDU/,/files/ENCFF336XUD/,/files/ENCFF828NGB/,/files/ENCFF493ULM/,/files/ENCFF301SLW/,/files/ENCFF825ODI/,/files/ENCFF763HPQ/,/files/ENCFF067FEI/,/files/ENCFF521CRG/,/files/ENCFF622ZJW/,/files/ENCFF262ZUB/,/files/ENCFF142MPO/,/files/ENCFF391YHE/,/files/ENCFF887QMR/,/files/ENCFF594LZQ/,/files/ENCFF636VUF/,/files/ENCFF514SEB/,/files/ENCFF720DBP/,/files/ENCFF892WYA/,/files/ENCFF299RYQ/,/files/ENCFF170OHV/,/files/ENCFF214TNE/,/files/ENCFF557SEU/,/files/ENCFF733SAW/,/files/ENCFF920VFK/,/files/ENCFF839GAS/,/files/ENCFF297XSZ/,/files/ENCFF893WPE/,/files/ENCFF372JUD/,/files/ENCFF823BOI/,/files/ENCFF593KOJ/,/files/ENCFF017DCU/,/files/ENCFF574TFC/,/files/ENCFF255RZG/		ENCBS351GWD,ENCBS626KTH	2,1	1	ENCAB118PND	Homo sapiens	adult	53 years										/replicates/23a16486-130d-417f-87d7-4d14bb8cf91b/,/replicates/4931fcd3-3465-4a8e-a874-bec8c0747f71/
/experiments/ENCSR014RCS/	ENCSR014RCS	ChIP-seq	TF ChIP-seq	HNRNPK	HNRNPK	K562	K562	FactorBook:ENCSR014RCS	HNRNPK ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF539SVN/,/files/ENCFF455MEZ/,/files/ENCFF405TWQ/,/files/ENCFF426HJF/,/files/ENCFF860WYW/,/files/ENCFF588GTL/,/files/ENCFF913ATA/,/files/ENCFF714PRB/,/files/ENCFF760WGC/,/files/ENCFF152TEK/,/files/ENCFF262VMC/,/files/ENCFF584SKU/,/files/ENCFF854OYD/,/files/ENCFF706ZDC/,/files/ENCFF456YPY/,/files/ENCFF889ZXM/,/files/ENCFF320ORV/,/files/ENCFF589EVC/,/files/ENCFF550AVU/,/files/ENCFF052YKV/,/files/ENCFF054IHO/,/files/ENCFF998MVM/,/files/ENCFF584FXT/,/files/ENCFF900MON/,/files/ENCFF369OVQ/,/files/ENCFF984QUV/,/files/ENCFF421AQS/,/files/ENCFF237MTB/,/files/ENCFF465JMD/,/files/ENCFF267ADT/,/files/ENCFF733NAT/,/files/ENCFF784XCG/,/files/ENCFF754BMR/,/files/ENCFF253OJD/,/files/ENCFF382ULC/,/files/ENCFF982ECU/,/files/ENCFF439JKZ/,/files/ENCFF477QHE/,/files/ENCFF936IJD/,/files/ENCFF409JZE/,/files/ENCFF399ZFX/,/files/ENCFF037LWJ/,/files/ENCFF958BGI/,/files/ENCFF777CWV/,/files/ENCFF866YPS/,/files/ENCFF634ADT/,/files/ENCFF695FSW/,/files/ENCFF665LTF/,/files/ENCFF647ZOW/,/files/ENCFF405IJB/,/files/ENCFF209WLW/,/files/ENCFF170ZAQ/,/files/ENCFF965RGF/,/files/ENCFF639KRR/,/files/ENCFF555QDZ/,/files/ENCFF886ZZG/,/files/ENCFF099HSH/,/files/ENCFF754BWI/,/files/ENCFF505RNR/,/files/ENCFF261KRC/,/files/ENCFF954RNO/,/files/ENCFF832BGN/,/files/ENCFF428EEB/,/files/ENCFF455OST/,/files/ENCFF077UMQ/,/files/ENCFF741DGT/		ENCBS967ZYE,ENCBS937TYX	1,2	1	ENCAB000BFN	Homo sapiens	adult	53 years										/replicates/3a37791e-16eb-423c-8aa7-0eabda591735/,/replicates/834ed9e3-5497-4235-8b8c-36c3b162bb99/
/experiments/ENCSR508DQA/	ENCSR508DQA	ChIP-seq	TF ChIP-seq	FOXK2	FOXK2	K562	K562	FactorBook:ENCSR508DQA,GEO:GSE91827	FOXK2 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF086EMX/,/files/ENCFF681LIU/,/files/ENCFF959CFI/,/files/ENCFF260CTF/,/files/ENCFF344DMA/,/files/ENCFF164JCA/,/files/ENCFF599UMI/,/files/ENCFF928REO/,/files/ENCFF367JTQ/,/files/ENCFF242SUG/,/files/ENCFF120FED/,/files/ENCFF582QDN/,/files/ENCFF357DIT/,/files/ENCFF688YSP/,/files/ENCFF188GHO/,/files/ENCFF451DBC/,/files/ENCFF632VHL/,/files/ENCFF951AAA/,/files/ENCFF158PJI/,/files/ENCFF511KTE/,/files/ENCFF156DFG/,/files/ENCFF718ARO/,/files/ENCFF563FZR/,/files/ENCFF373AFZ/,/files/ENCFF460PUQ/,/files/ENCFF506HWT/,/files/ENCFF883WBQ/,/files/ENCFF431AVN/,/files/ENCFF783FOE/,/files/ENCFF523BNY/,/files/ENCFF327NEA/,/files/ENCFF640PWR/,/files/ENCFF060MAZ/,/files/ENCFF793PES/,/files/ENCFF738BXO/,/files/ENCFF816WLZ/,/files/ENCFF981COV/,/files/ENCFF606WYG/,/files/ENCFF490EQR/,/files/ENCFF807MGO/,/files/ENCFF492GXZ/,/files/ENCFF078OFT/,/files/ENCFF960WIT/,/files/ENCFF624QOU/	/experiment-series/ENCSR786QMI/	ENCBS697XFI,ENCBS850QNJ	1,2	1	ENCAB625ERS	Homo sapiens	adult	53 years										/replicates/dbc4e320-4fb8-4b21-bbc3-b94285ad72b7/,/replicates/384d6134-f425-4cdf-8ce6-1006a805fd98/
/experiments/ENCSR986CDX/	ENCSR986CDX	ChIP-seq	TF ChIP-seq	NEUROD1	NEUROD1	K562	K562	GEO:GSE127673,FactorBook:ENCSR986CDX	NEUROD1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF800PQN/,/files/ENCFF375DUO/,/files/ENCFF002EEM/,/files/ENCFF002EEO/,/files/ENCFF325ZZV/,/files/ENCFF637BQA/,/files/ENCFF939VJC/,/files/ENCFF462EED/,/files/ENCFF891QLR/,/files/ENCFF398ERH/,/files/ENCFF016RMV/,/files/ENCFF733OEF/,/files/ENCFF391TOS/,/files/ENCFF454SYR/,/files/ENCFF280GUI/,/files/ENCFF104FDK/,/files/ENCFF186KKE/,/files/ENCFF227HLE/,/files/ENCFF810HXM/,/files/ENCFF603CNR/,/files/ENCFF818CWL/,/files/ENCFF189CHX/,/files/ENCFF011UME/,/files/ENCFF256FBL/,/files/ENCFF145FAT/,/files/ENCFF684AAF/,/files/ENCFF103XPI/,/files/ENCFF240HNQ/,/files/ENCFF755APC/,/files/ENCFF115GNB/,/files/ENCFF296WNS/,/files/ENCFF734QWM/,/files/ENCFF872LIG/,/files/ENCFF852XSD/,/files/ENCFF581YKY/,/files/ENCFF823QCH/,/files/ENCFF079XRX/,/files/ENCFF915ZJN/,/files/ENCFF334IIE/,/files/ENCFF973JKQ/,/files/ENCFF122FAI/,/files/ENCFF314SAN/,/files/ENCFF341BWB/,/files/ENCFF187CSC/,/files/ENCFF117CNA/,/files/ENCFF908XGX/,/files/ENCFF887DFZ/,/files/ENCFF206TEM/,/files/ENCFF725JWE/,/files/ENCFF174GDV/,/files/ENCFF625QHR/,/files/ENCFF112BYB/,/files/ENCFF478NBS/,/files/ENCFF742GIT/,/files/ENCFF320UNC/,/files/ENCFF718PFO/,/files/ENCFF472NXB/,/files/ENCFF630ULF/,/files/ENCFF765SCI/,/files/ENCFF038QJT/,/files/ENCFF600UXA/,/files/ENCFF233CTX/,/files/ENCFF287ECA/,/files/ENCFF108LPK/		ENCBS118YJZ,ENCBS489ZOH	2,1	1	ENCAB000BDX	Homo sapiens	adult	53 years										/replicates/e4cda764-d981-4684-b16f-1763f5fc5889/,/replicates/97c8ea51-afe5-43fc-a8d1-83e9de076519/
